DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Cellphone LCD Samsung J7 Pro (Black)",Samsung,"Cellphone Lcd",15484622-6,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396286ECW)",huawei,"Cellphone Battery",15392753-8,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396286ECW)",huawei,"Cellphone Battery",15392753-4,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Samsung J7 Pro (Black)",Samsung,"Cellphone Lcd",15484622-4,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396286ECW)",huawei,"Cellphone Battery",15392753-9,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Samsung A10s with frame",Samsung,"Cellphone Lcd",19130792-5,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Samsung A10s with frame",Samsung,"Cellphone Lcd",19130792-10,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396286ECW)",huawei,"Cellphone Battery",15392753-35,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396286ECW)",huawei,"Cellphone Battery",15392753-5,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Samsung A10s with frame",Samsung,"Cellphone Lcd",19130792-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo F1F (BLP605)",oppo,"Cellphone Battery",31430673-4,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Asus Zenfone 5 Black",ASUS,"Cellphone Lcd",07197536-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Syy,Local,"Admin Tester"
"Cellphone LCD OPPO F3 Plus",oppo,"Cellphone Lcd",10043491-2,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone Lcd Samsung J7 Core",Samsung,"Cellphone Lcd",09014146-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Michelle Syy",Local,"Admin Tester"
"Cellphone Battery iPhone 6 / 6G",Apple,"Cellphone Battery",93519343-4,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Samsung J7 Pro GOLD",Samsung,"Cellphone Lcd",02061902-10,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Asus Zenfone 4 Selfie Pro",ASUS,"Cellphone Lcd",01700875-2,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Asus ROG 3",ASUS,"Cellphone Lcd",01869593-15,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Samsung J5 Pro",Samsung,"Cellphone Lcd",00589682-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Asus ROG 3",ASUS,"Cellphone Lcd",01461785-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",KG,Local,"Admin Tester"
"Cellphone LCD Samsung S7 2016",Samsung,"Cellphone Lcd",00885987-2,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-94,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Samsung A6 2018 (EB-BJ805ABE)",Samsung,"Cellphone Battery",57895352-2,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Tecno Spark 5 Pro",TECNO,"Cellphone Lcd",58153345-1,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-98,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone LCD Samsung Galaxy A52s",Samsung,"Cellphone Lcd",97012280-2,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y95",VIVO,"Cellphone Lcd",50059740-5,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y95",VIVO,"Cellphone Lcd",50059740-7,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y95",VIVO,"Cellphone Lcd",50059740-4,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo F1F (BLP605)",oppo,"Cellphone Battery",31430673-5,LPO007,"2025-07-11 09:13:08","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Asus Zenfone Max Pro M2",ASUS,"Cellphone Lcd",21207983-25,LPO016,"2025-07-11 17:58:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Battery Acer GARDA31",Acer,"Laptop Battery",24182193-48,JP003,"2025-07-11 18:48:00","LPO HQ-BUFFER",MONIN,International,"Admin Tester"
"Laptop Battery Asus C21N1629",ASUS,"Laptop Battery",36709923-9,JP003,"2025-07-11 18:48:00","LPO HQ-BUFFER",Kina,International,"Admin Tester"
"Laptop Battery Asus C21N1629",ASUS,"Laptop Battery",36709923-12,JP003,"2025-07-11 18:48:00","LPO HQ-BUFFER",Kina,International,"Admin Tester"
"Laptop Battery HP MR03XL",HP,"Laptop Battery",36994213-7,JP003,"2025-07-11 18:48:00","LPO HQ-BUFFER",Kina,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-11,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-10,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-13,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 3 Max ZC553KL (C11P1609)",ASUS,"Cellphone Battery",30197336-3,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 4X (BN43)",xiaomi,"Cellphone Battery",27457344-9,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 4X (BN43)",xiaomi,"Cellphone Battery",27457344-8,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone LCD Xiaomi Poco F4 2022",xiaomi,"Cellphone Lcd",44422583-10,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Laptop Battery MSI BTY-M6J",MSI,"Laptop Battery",44086612-2,LPO007,"2025-07-11 09:13:08","NEW DISPLAY","All Star",International,"Admin Tester"
"Cellphone Battery Asus Zenfone 3 (C11P1601)",ASUS,"Cellphone Battery",24882020-4,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 11",Apple,"Cellphone Battery",30213396-10,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 11",Apple,"Cellphone Battery",30213396-9,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Y6P 2020 (HB526489ECW)",huawei,"Cellphone Battery",84276926-1,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 7 Plus",Apple,"Cellphone Battery",27026024-7,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 4X (BN43)",xiaomi,"Cellphone Battery",27457344-10,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-14,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-15,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 11",Apple,"Cellphone Battery",30213396-4,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone LCD Oppo A12",oppo,"Cellphone Lcd",97220272-14,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-38,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-39,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-9,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-44,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-42,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-16,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-41,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-43,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-40,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Redmi Note 3 2016 (BM46)",xiaomi,"Cellphone Battery",13563913-8,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 3 Max ZC553KL (C11P1609)",ASUS,"Cellphone Battery",30197336-7,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 3 Max ZC553KL (C11P1609)",ASUS,"Cellphone Battery",30197336-8,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone LCD Asus ROG 3 Original",ASUS,"Cellphone Lcd",16297539-8,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone LCD Asus ROG 3 Original",ASUS,"Cellphone Lcd",16297539-2,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Samsung J8 Plus(BJ805ABE)",Samsung,"Cellphone Battery",62529103-1,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 11",Apple,"Cellphone Battery",30213396-7,LPO007,"2025-07-11 09:13:08","NEW DISPLAY",Imports,International,"Admin Tester"
"Laptop Battery Acer GARDA31",Acer,"Laptop Battery",24182193-43,JP003,"2025-07-11 18:48:00","NEW DISPLAY",MONIN,International,"Admin Tester"
"Laptop Battery HP MR03XL",HP,"Laptop Battery",87233433-7,JP003,"2025-07-11 18:48:00","NEW DISPLAY",MONIN,International,"Admin Tester"
"Cellphone Battery Vivo Nex A 2018(B-E7)",VIVO,"Cellphone Battery",30493407-4,LPO007,"2025-07-11 09:13:08","Return Warehouse",Imports,International,"Admin Tester"
"Cellphone Battery Vivo Nex A 2018(B-E7)",VIVO,"Cellphone Battery",30493407-2,LPO007,"2025-07-11 09:13:08","Return Warehouse",Imports,International,"Admin Tester"
"PRE-OWNED ALL IN ONE HAILAN X6 FRAMELESS 24",Hailan,"All in One PC",92216581-19,JP003,"2025-07-11 18:48:00","STORAGE ROOM (JP STOCKS UNITS)",supplier,,"Admin Tester"
"Macbook Air A1370 (i5 2GB RAM 60GB SSD)",Macbook,Laptop,83832246-3,JP003,"2025-07-11 18:48:00","WH2 (UNITS)",Tesoro,Hakot,"Admin Tester"
"Power Socket TB-T07","No Brand","Power Socket",53201157-229,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Imports,International,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Bullet Pin",Dell,"Laptop Charger",67983592-2,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"Laptop Battery HP MR03XL",HP,"Laptop Battery",36994213-14,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Kina,International,"Admin Tester"
"Laptop Battery Acer GARDA31",Acer,"Laptop Battery",24182193-49,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",MONIN,International,"Admin Tester"
"Laptop Charger Magsafe 1 85W L Style",Macbook,"Laptop Charger",59572719-8,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"Laptop Charger Magsafe 1 85W L Style",Macbook,"Laptop Charger",59572719-14,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"Laptop Charger Magsafe 1 85W L Style",Macbook,"Laptop Charger",59572719-13,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"LPO Umbrella","No Brand",Accessories,98713277-34,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",supplier,,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Bullet Pin",Dell,"Laptop Charger",67983592-3,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Bullet Pin",Dell,"Laptop Charger",67983592-4,JP003,"2025-07-11 18:48:00","MISSING (ALL WAREHOUSE)",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 2.37A Common Pin original",ASUS,"Laptop Charger",79496369-32,LPO007,"2025-07-11 09:13:08","JP RIZAL FINAL",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 2.37A Common Pin original",ASUS,"Laptop Charger",79496369-42,LPO007,"2025-07-11 09:13:08","JP RIZAL FINAL",Liz,International,"Admin Tester"
"Cables Usb Hub 4 Ports 3.0","No Brand",Accessories,51377666-2,GENT005,"2025-07-11 15:18:49","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"Bluetooth Dongle","No Brand",Accessories,65382346-5,GENT005,"2025-07-11 15:18:49","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"Bluetooth Dongle","No Brand",Accessories,65382346-7,GENT005,"2025-07-11 15:18:49","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"BRANDNEW MONITOR W/ BOX PHILIPS 24 INCH MONITOR 243V7Q (",PHILIPS,Monitor,26693633-2,LPO017,"2025-07-11 18:14:23","JP RIZAL FINAL",supplier,,"Admin Tester"
"Power Socket TB-T07","No Brand","Power Socket",53201157-270,JP003,"2025-07-11 18:48:00","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Accessories Epson 003 Black Ink","No Brand",Accessories,51677381-1,JP003,"2025-07-11 18:48:00","JP RIZAL FINAL",Exabyte,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-378,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-370,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-38,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables HDMI TO VGA","No Brand",Cables,55283637-7,GENT007,"2025-07-12 10:02:50","LPO J.P Rizal Store",Syy,Local,"Admin Tester"
"Dell 20inch IPS Monitor","No Brand",Accessories,53246062-2,GENT007,"2025-07-12 10:02:50","LPO Gen. T Store",TEST,International,"Admin Tester"
"Acer Nitro 5 HDD Ribbon Cable","No Brand",Accessories,20293197-2,GENT007,"2025-07-12 10:02:50","LPO Gen. T Store",TEST,International,"Admin Tester"
"VGA TO MINI DISPLAY PORT","No Brand",Accessories,31205441-1,GENT008,"2025-07-12 10:09:26","LPO Gen. T Store",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-368,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-37,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-351,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-342,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-44,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-358,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-61,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-288,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-251,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-252,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-34,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-322,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-223,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-246,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-225,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-176,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-336,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-189,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-160,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-327,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-174,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-118,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-110,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-261,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-171,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-299,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-222,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-373,GENT007,"2025-07-12 10:02:50","LPO Angeles Store",Imports,International,"Admin Tester"
"APACER DDR4 DIMM DESKTOP 8GB 3200","TEAM GROUP",Memory,58829928-9,GENT008,"2025-07-12 10:09:26","LPO Angeles Store",Banbros,Hakot,"Admin Tester"
"KINGSTON USB FLASH DRIVE 64GB (USB FLASH DRIVE 3.2' 64GB)",KINGSTON,"Flash Drive",77676203-2,GENT008,"2025-07-12 10:09:26","LPO Angeles Store","CYBER TECH",Hakot,"Admin Tester"
"Cables Usb Hub 4 Ports 3.0","No Brand",Accessories,51377666-5,GENT008,"2025-07-12 10:09:26","LPO Angeles Store",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-302,GENT007,"2025-07-12 10:02:50","LPCE Olongapo Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-131,GENT007,"2025-07-12 10:02:50","LPCE Olongapo Store",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-60,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-355,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-356,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-89,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-120,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-139,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-132,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-164,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-36,GENT007,"2025-07-12 10:02:50","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Huawei Nova 2i",huawei,"Cellphone Lcd",03847953-1,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Samsung A6 Plus",Samsung,"Cellphone Lcd",49235377-10,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Vivo V5 2016 (B-B2)",VIVO,"Cellphone Battery",84496066-1,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Huawei Y5 2018",huawei,"Cellphone Lcd",16649125-1,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER","Bea Ke",Local,"Admin Tester"
"Cellphone LCD Huawei P10 Plus",huawei,"Cellphone Lcd",18106785-10,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite(HB396286ECW)",huawei,"Cellphone Battery",26539941-1,GENT008,"2025-07-12 10:09:26","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Samsung J7 Prime / J6 Plus(EB-BG610ABE)",Samsung,"Cellphone Battery",15752461-1,GENT008,"2025-07-12 10:09:26","NEW DISPLAY",Imports,International,"Admin Tester"
"Cellphone Battery Realme 6i (BLP771)",REALME,"Cellphone Battery",25481135-1,GENT008,"2025-07-12 10:09:26","NEW DISPLAY",Imports,International,"Admin Tester"
"HAKOT HAILAN X6 FRAMELESS (KYLE) (i5 7th gen 8gb ddr4 256gb ssd 24",Hailan,"All in One PC",27036221-47,GENT007,"2025-07-12 10:02:50","Return Warehouse",supplier,,"Admin Tester"
"USTDI HIKVISION CCTV 8CH 2MP","No Brand",Accessories,82200627-2,GENT007,"2025-07-12 10:02:50","STORAGE ROOM (JP STOCKS UNITS)",TEST,International,"Admin Tester"
"ALL IN ONE PC DHP 24",DHP,"All in One PC",75478475-1,GENT007,"2025-07-12 10:02:50","STORAGE ROOM (JP STOCKS UNITS)",supplier,,"Admin Tester"
"8ch kits 5MP KIT","No Brand",Accessories,92644265-1,GENT007,"2025-07-12 10:02:50","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery IPHONE 7G",Apple,"Cellphone Battery",37355919-3,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
"Cellphone Battery Vivo V11i (B-E8)",VIVO,"Cellphone Battery",37923110-58,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
