"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
27138113-82,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-83,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-84,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-85,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-86,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-87,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-88,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-89,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-91,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-92,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-93,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-94,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-95,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-96,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
23329615-184,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
98165638-4,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
98165638-20,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
98165638-5,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
99976184-58,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
44486329-136,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L1-9","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:01"
44486329-139,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L1-9","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:01"
44486329-138,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L1-9","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:01"
44486329-137,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L1-9","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:01"
23329615-186,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-182,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-183,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-181,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-197,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-198,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-199,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:19"
23329615-200,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:19"
27138113-100,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-101,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-102,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-103,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-104,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-105,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-106,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-108,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-110,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-111,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-118,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-125,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-132,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-134,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-135,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-136,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L2-2","FOR SKU 72126I",scanned,no,317.77,"2026-07-21 07:48:59"
27138113-139,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-141,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-142,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:37"
27138113-143,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-144,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-145,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-R3-L3-2264,"FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
29220962-137,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-144,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-128,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-133,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-130,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-145,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-131,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-134,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-132,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-139,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-147,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-146,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-141,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-143,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-138,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-140,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-136,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-135,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-142,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-129,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-124,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-115,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-122,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-127,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-120,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-121,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR-NA-NA-53,"FOR SKU 1P",scanned,no,325.97,"2026-07-20 10:17:22"
29220962-118,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-125,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-126,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-109,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-114,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-123,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-108,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-113,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-110,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-117,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-111,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-112,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-104,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-105,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-106,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-107,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
27138113-97,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
27138113-98,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
29220962-102,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
27138113-99,"Laptop Charger LPO Dell 2.31A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-4","FOR SKU INJECTED",scanned,no,317.77,"2026-07-19 10:53:38"
29220962-101,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
29220962-103,"Laptop Charger LPO Dell 3.34A Circle Medium original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L4-4","FOR SKU INJECTED",scanned,no,325.97,"2026-07-19 10:53:38"
57184936-126,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-127,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-128,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-129,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-130,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-131,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-132,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-133,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-134,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-135,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-136,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
