DESCRIPTION,Keyword,Qty,Price,Supplier,BARCODE,Batch code,Brand,Category,Safety
Laptop Charger Acer 19V 3.42A Yellow Pin,TC1075,149.84,Liz,AC342YP-550,GH001,Acer,Laptop Charger,2
Laptop Charger Magsafe 1 60W L Type,,348.17,Liz,LCMB60WL-12,PObatch-471,Macbook,Laptop Charger,5
,LPO-C235,,,00292769-177,,ASUS,Laptop Charger,2
Laptop Charger LPO Lenovo 20V 2.25A USB Pin original,LPO-C235,301.37,Liz,82430455-9,LPO125,Lenovo,Laptop Charger,2
,LPO-C235,,,00292769-174,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-198,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-189,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-179,,ASUS,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Small Pin original,TC1016,331.37,Liz,37100643-615,PObatch-471,ASUS,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Small Pin original,TC1016,331.37,Liz,37100643-712,PObatch-471,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-180,,ASUS,Laptop Charger,2
Laptop Charger LPO Acer 19V 3.42A Yellow Pin original,LPO-C235,309.57,Liz,99976184-97,LPO007,Acer,Laptop Charger,2
,,,,22944432-4,,HP,Laptop Charger,2
,LPO-C235,,,00292769-162,,ASUS,Laptop Charger,2
Laptop Charger Samsung 12V 3.33A Micro Pin,TC1075,149.84,Liz,SA333M-7,LPO006,Samsung,Laptop Charger,2
,Locals,,,75293902-3,,Toshiba,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-161,PObatch-373,HP,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-96,PObatch-373,HP,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,TC1075,149.84,Liz,AC237B-825,GH001,Acer,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin,SEBEZ004,155.19,Liz,67155666-349,HQBUFF11,Lenovo,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-69,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Sony 4.7A Circle Pin,,182.30,Liz,67842892-50,HQBUFF11,SONY,Laptop Charger,2
,SEBEZ005,,,28974881-199,,Samsung,Laptop Charger,2
,LPO-C235,,,00292769-197,,ASUS,Laptop Charger,2
Laptop Charger Dell 19.5V 3.34A Circle Pin,TC1075,166.44,Liz,DE334CP-70,LPO115,Dell,Laptop Charger,2
,LPO-C235,,,00292769-192,,ASUS,Laptop Charger,2
Laptop Charger Acer 3.42A Purple Pin Original,LPO-C48,291.73,Liz,35254467-10,GENT015,Acer,Laptop Charger,2
Laptop Charger LPO Asus 2.37A Small Pin original,LPO-C235,378.61,Liz,31136446-190,PObatch-1039,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-191,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-190,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-194,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-199,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-165,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-193,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-168,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-163,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-155,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-173,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-160,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-172,,ASUS,Laptop Charger,2
Laptop Charger LPO Acer 3.42A Micro Pin original,LPO-C235,309.57,Liz,33782423-189,PObatch-1015,Acer,Laptop Charger,2
Laptop Charger LPO Acer 2.37A Blue Pin original,LPO-C235,301.37,Liz,94456309-131,LPO007,Acer,Laptop Charger,2
,LPO-C235,,,00292769-186,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-159,,ASUS,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,TC1075,189.38,Liz,HP231B-1157,PObatch-1226,HP,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-227,PObatch-373,Acer,Laptop Charger,2
Laptop Charger HP 4.74A Bullet Pin,,182.30,Liz,44488832-17,LPO52,HP,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Micro Pin,,141.86,Liz,0922228-525,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,339.77,Liz,225BO-282,PObatch-471,Lenovo,Laptop Charger,2
,LPO-C235,,,00292769-158,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-152,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-156,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-157,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-170,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-200,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-153,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-164,,ASUS,Laptop Charger,2
,LPO-C235,,,27138113-6,,Dell,Laptop Charger,2
,LPO-C235,,,00292769-182,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-171,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-195,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-175,,ASUS,Laptop Charger,2
,LPO-C235,,,00292769-166,,ASUS,Laptop Charger,2
Laptop Charger Samsung 3.16A Common Pin,SEBEZ005,143.41,Liz,28974881-164,LPO006,Samsung,Laptop Charger,2
Laptop Charger Asus 19V 2.37A Small Pin,TC1075,1.00,Liz,AS237S-177,PObatch-972,ASUS,Laptop Charger,2
Laptop Charger HP 3.33A Circle Pin,Old Stock,175.97,Liz,21967053-12,PObatch-427,HP,Laptop Charger,2
Laptop Battery Macbook A1713,,1106.76,All Star,37341444-8,PObatch-646,Macbook,Laptop Battery,2
Laptop Battery Asus C32N1523,,1800.00,Syy,94363837-2,HQBUFF1,ASUS,Laptop Battery,2
Laptop Charger HP 18.5V 3.5A 4.8mm x 1.7mm,,154.63,Liz,63773683-3,HQBUFF2,HP,Laptop Charger,2
Laptop Charger Asus 2.1A Common Pin,SEBEZ004,142.89,Liz,95190656-45,LPO52,ASUS,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-633,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Lenovo 20V 2A Common Pin,,135.56,Liz,81505285-101,HQBUFF13,Lenovo,Laptop Charger,2
,Old Stock,,,85744261-28,,SONY,Laptop Charger,2
,Old Stock,,,23772961-69,,LENOVO,Laptop Charger,2
Laptop Battery Acer AC14B8K,TC1031,807.69,All Star,28037962-25,HQBUFF1,Acer,Laptop Battery,2
Laptop Battery Acer AP18C8K,LPO-C255,924.51,All Star,22764887-64,PObatch-693,Acer,Laptop Battery,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,175.97,Liz,1833972-801,PObatch-427,HP,Laptop Charger,2
Laptop Charger LPO Acer 19V 2.37A Micro Pin,TC001,348.17,Liz,14017498-71,PObatch-427,Acer,Laptop Charger,2
Laptop Charger LPO Asus 3.42A Common Pin original,LPO-C235,309.57,Liz,57155095-43,HQBUFF13,ASUS,Laptop Charger,2
Laptop Charger HP 3.33A Circle Pin,Old Stock,175.97,Liz,21967053-8,PObatch-427,HP,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,TC1075,189.38,Liz,HP231B-975,PObatch-1144,HP,Laptop Charger,2
Laptop Charger Microsoft Surface Pro 12V 3.6A,OLD STOCK,617.02,Liz,82841274-31,LPO52,Microsoft,Laptop Charger,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-46,PObatch-646,Dell,Laptop Battery,2
,LPO-C31,,,16790434-186,,Dell,Laptop Battery,2
Laptop Battery Acer AL12B32,TC1021,629.85,Kina,58384320-26,HQBUFF4,Acer,Laptop Battery,2
Laptop Battery Asus B31N1336,,2000.00,Kina,64663195-14,HQBUFF4,ASUS,Laptop Battery,2
Laptop Charger Toshiba 19V 3.42A Common Pin,,141.86,Liz,0588397-35,PObatch-373,Toshiba,Laptop Charger,2
Laptop Charger Asus 19V 2.37A Male Pin,,147.31,Liz,7670493-37,PObatch-373,ASUS,Laptop Charger,2
Laptop Battery HP KP03XL,Old Stock,1036.30,Kina,39114906-3,HQBUFF1,HP,Laptop Battery,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-172,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A USB Pin,,158.22,Liz,9546706-47,PObatch-373,Lenovo,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-186,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Asus 20V 9A Common Pin Original,Old Stock,1068.02,Liz,68105692-9,HQBUFF13,ASUS,Laptop Charger,2
Laptop Charger Asus 19V 1.75A Small Pin,LPO-C30,137.55,Liz,57184936-156,HQBUFF14,ASUS,Laptop Charger,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-47,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-55,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-51,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-49,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-65,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-54,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-53,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Sony BPS35,,412.26,Kina,41881228-18,HQBUFF3,SONY,Laptop Battery,2
Laptop Charger Acer 19V 2.37A Blue Pin,,163.37,Liz,6570410-1134,PObatch-427,Acer,Laptop Charger,2
Laptop Charger HP 19.5V 3.33A BLUE PIN,,158.22,Liz,5910346-559,PObatch-373,HP,Laptop Charger,2
Laptop Charger Acer 19V 3.42A Micro Pin,,141.86,Liz,5765640-312,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Acer 19V 3.42A Micro Pin,,141.86,Liz,5765640-914,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-613,PObatch-373,Acer,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-637,PObatch-373,HP,Laptop Charger,2
Laptop Charger Acer 19V 3.42A Yellow Pin,TC1075,149.84,Liz,AC342YP-797,GH001,Acer,Laptop Charger,2
Laptop Charger HP 1.58A Small Long,LPO-C48,164.63,Liz,41849379-42,HQBUFF2,HP,Laptop Charger,2
Cellphone Battery Samsung J2 PRO (EB-BG530BBE),TC1021,157.85,Imports,05739785-47,HQBUFF001,Samsung,Cellphone Battery,2
Cellphone LCD Infinix Hot 9 Pro 2020,LPO-C248,414.92,Imports,90311073-3,LPO52,INFINIX,Cellphone Lcd,2
Laptop Charger Magsafe 2 85W T Style,,398.57,Liz,67324587-5,PObatch-471,Macbook,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Common Pin,TC1060,137.80,Liz,01320873-14,HQBUFF13,ASUS,Laptop Charger,2
,,,,82615545-1,,Dell,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,TC1075,149.84,Liz,AC237B-784,GH001,Acer,Laptop Charger,2
Laptop Charger LPO Lenovo 20V 3.25A Bullet Pin original,TC1060,336.21,Liz,93115579-92,HQBUFF15,Lenovo,Laptop Charger,2
Laptop Charger LPO Acer 19V 2.37A Micro Pin,TC001,365.30,Liz,14017498-21,HQBUFF19,Acer,Laptop Charger,2
Laptop Charger Asus 19V 1.75A Small Pin Original,TC001,356.80,Liz,51360405-5,HQBUFF11,ASUS,Laptop Charger,2
Laptop Charger Acer 45W Type C Square,,406.97,Liz,14092334-10,PObatch-413,Acer,Laptop Charger,2
Laptop Charger Asus 19V 2.37A Small Pin Original,,322.97,Liz,9745549-104,PObatch-471,ASUS,Laptop Charger,2
,OLD STOCK,,,88257707-95,,LENOVO,Laptop Charger,2
,TC1060,,,01320873-41,,Asus,Laptop Charger,2
,LPO-C30,,,65085175-198,,HP,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Small Pin,,141.86,Liz,2191264-63,PObatch-373,ASUS,Laptop Charger,2
Laptop Charger Asus 19V 1.75A Small Pin Original,LPO-C246,355.33,Liz,44486329-176,LPO006,ASUS,Laptop Charger,2
Laptop Charger Microsoft Surface Pro 15V 4A,PH.814,552.94,Liz,03088198-21,HQBUFF11,Microsoft,Laptop Charger,2
Laptop Charger Lenovo 4.5A Gray Pin,Old Stock,182.30,Liz,66000392-34,HQBUFF13,Lenovo,Laptop Charger,2
Laptop Battery Dell 357F9,LPO-C50,1600.00,Syy,82975283-12,PObatch-200,Dell,Laptop Battery,2
Laptop Battery Dell 33YDH,LPO-C255,1600.00,Syy,35993781-52,PObatch-643,Dell,Laptop Battery,2
Laptop Battery Acer AP16M5J original,LPO-C31,758.73,Kelly,51080257-37,HQBUFF3,Acer,Laptop Battery,2
Laptop Charger Asus 65W Type C Square,TC001,700.00,Jst,28435460-48,PObatch-461,ASUS,Laptop Charger,2
Laptop Charger Acer 3.42A Purple Pin Original,LPO-C48,291.73,Liz,35254467-30,LPO003,Acer,Laptop Charger,2
Laptop Charger Asus 2.37A Zebook Original,Old Stock,327.21,Liz,22313754-16,LPO003,ASUS,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-7,PObatch-373,HP,Laptop Charger,2
,LPO-C48,,,69045776-11,,Asus,Laptop Charger,2
Laptop Battery Macbook A1280,,1000.00,Kina,11700444-27,LPO047,Macbook,Laptop Battery,2
,LPO-C30,,,85375671-103,,LENOVO,Laptop Charger,2
,OLD STOCK,,,89970856-6,,ASUS,Laptop Charger,2
,,,,36994213-10,,HP,Laptop Battery,2
,,,,65043694-3,,Lenovo,Laptop Battery,2
Laptop Charger LPO Acer 2.37A Blue Pin original,LPO-C235,301.37,Liz,94456309-141,LPO007,Acer,Laptop Charger,2
,LPO-C246,,,90496699-82,,LENOVO,Laptop Charger,2
,LPO-C235,,,31136446-74,,ASUS,Laptop Charger,2
,LPO-C246,,,90496699-239,,LENOVO,Laptop Charger,2
,TC1060,,,55446518-604,,Acer,Laptop Charger,2
Laptop Charger HP 19.5V 3.33A BLUE PIN,,158.22,Liz,5910346-389,PObatch-373,HP,Laptop Charger,2
,,,,41881228-20,,Sony,Laptop Battery,2
,TC1032,,,13694284-592,,Acer,Laptop Charger,2
,TC1016,,,37100643-318,,Asus,Laptop Charger,2
,LPO-C223,,,14702632-59,,LENOVO,Laptop Charger,2
,LPO-C223,,,06715345-131,,ASUS,Laptop Charger,2
,TC1075,,,AC237B-469,,Acer,Laptop Charger,2
,TC1060,,,62095356-23,,Acer,Laptop Charger,2
,TC1060,,,45667698-377,,Acer,Laptop Charger,2
,TC1075,,,AS342SO-179,,Asus,Laptop Charger,2
,TC1016,,,95412295-134,,Asus,Laptop Charger,2
,TC1032,,,13694284-523,,Acer,Laptop Charger,2
,TC1016,,,37100643-16,,Asus,Laptop Charger,2
,LPO-C223,,,14702632-208,,LENOVO,Laptop Charger,2
,SEBEZ004,,,58669678-144,,ASUS,Laptop Charger,2
,TC1060,,,45667698-320,,Acer,Laptop Charger,2
,PH.814,,,92073270-183,,LENOVO,Laptop Charger,2
Laptop Charger HP 4.74A Bullet Pin,,182.30,Liz,03641959-43,LPO52,HP,Laptop Charger,2
,OLD STOCK,,,94064066-14,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-30,,OPPO,Cellphone Battery,2
,,,,35468488-4,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-40,,OPPO,Cellphone Battery,2
,,,,35468488-20,,OPPO,Cellphone Battery,2
,,,,35468488-44,,OPPO,Cellphone Battery,2
,,,,35468488-42,,OPPO,Cellphone Battery,2
,,,,35468488-16,,OPPO,Cellphone Battery,2
,,,,35468488-14,,OPPO,Cellphone Battery,2
,,,,35468488-10,,OPPO,Cellphone Battery,2
,,,,35468488-15,,OPPO,Cellphone Battery,2
,,,,35468488-3,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-44,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-36,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-38,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-8,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-9,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-29,,OPPO,Cellphone Battery,2
,OLD STOCK,,,63686473-6,,OPPO,Cellphone Battery,2
Cellphone Battery OPPO A9 (BLP709),OLD STOCK,206.00,Imports,63686473-5,HQBUFF13,oppo,Cellphone Battery,2
,OLD STOCK,,,31430673-55,,OPPO,Cellphone Battery,2
Cellphone Battery Oppo F1F (BLP605),OLD STOCK,151.00,Imports,31430673-65,HQBUFF13,oppo,Cellphone Battery,2
,OLD STOCK,,,31430673-45,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-54,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-41,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-63,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-60,,OPPO,Cellphone Battery,2
,OLD STOCK,,,31430673-61,,OPPO,Cellphone Battery,2
,TC1016,,,61313284-1288,,Acer,Laptop Charger,2
Laptop Charger Magsafe 1 85W L Style,Old Stock,457.04,Liz,59572719-7,HQBUFF11,Macbook,Laptop Charger,2
Laptop Charger Lenovo 3.25A USB,LPO-C48,181.03,Liz,81169830-60,GENT015,Lenovo,Laptop Charger,2
,,,,69113437-16,,HP,Laptop Charger,2
,,,,81505285-33,,LENOVO,Laptop Charger,2
Laptop Charger Sony 3.3A Circle Pin,OLD STOCK,163.60,Liz,80115001-15,LPO52,SONY,Laptop Charger,2
,,,,81505285-100,,LENOVO,Laptop Charger,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-92,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-93,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-97,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-91,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-90,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-100,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-87,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Dell WDXOR,TC1021,744.63,All Star,67599761-56,PObatch-646,Dell,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-94,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-85,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-89,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-86,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Asus C41N1731 Type C,C255,883.64,Kelly,31934808-4,LPO004,ASUS,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-96,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-88,PObatch-646,Acer,Laptop Battery,2
Laptop Charger Samsung 12V 3A Common Pin,,135.56,Liz,38652513-105,LPO006,Samsung,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-358,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-355,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-95,PObatch-646,Acer,Laptop Battery,2
Laptop Battery Acer AL12A32,LPO-C255,704.40,All Star,60765141-98,PObatch-646,Acer,Laptop Battery,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,324.14,Liz,225BO-211,PObatch-13,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-348,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-365,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-360,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-496,PObatch-373,HP,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-375,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-379,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-381,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 2.25A USB Pin,SEBEZ005,155.57,Liz,05897641-21,LPO52,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 3.25A Bullet Pin,SEBEZ004,184.76,Liz,05443569-343,PObatch-1339,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,324.14,Liz,225BO-202,PObatch-13,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,324.14,Liz,225BO-178,PObatch-13,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,324.14,Liz,225BO-208,PObatch-13,Lenovo,Laptop Charger,2
Laptop Charger Lenovo 20V 2A Common Pin,,154.89,Liz,03687925-1,LPO003,Lenovo,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-174,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Male Pin Original,,339.77,Liz,1794127-28,PObatch-471,ASUS,Laptop Charger,2
Laptop Charger Microsoft Surface Pro 15V 2.58A,PH814,552.94,Liz,86118201-79,LPO52,Microsoft,Laptop Charger,2
Laptop Charger Acer 19V 3.42A Yellow Pin,TC1075,149.84,Liz,AC342YP-764,GH001,Acer,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Common Pin,,141.86,Liz,7430676-50,PObatch-373,ASUS,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A Bullet Pin Original,,324.14,Liz,225BO-239,PObatch-13,Lenovo,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Micro Pin,,141.86,Liz,0922228-898,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Asus 19V 3.42A Common Pin,,141.86,Liz,7430676-20,PObatch-373,ASUS,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-119,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Dell 19V 1.58A Yellow Pin,OLD STOCK,143.22,Liz,14555087-29,HQBUFF13,Acer,Laptop Charger,2
Laptop Charger Asus 19V 2.37A Small Pin,,141.86,Liz,9010398-107,PObatch-373,ASUS,Laptop Charger,2
Laptop Charger Acer 19V 3.42A Yellow Pin,TC1075,149.84,Liz,AC342YP-778,GH001,Acer,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Blue Pin,,141.86,Liz,6570410-159,PObatch-373,Acer,Laptop Charger,2
Laptop Charger Acer 19V 2.37A Micro Pin,,163.37,Liz,0922228-2476,PObatch-427,Acer,Laptop Charger,2
Laptop Charger HP 19.5V 2.31A Blue Pin,,158.22,Liz,1833972-611,PObatch-373,HP,Laptop Charger,2
Laptop Charger Lenovo 20V 2.25A USB Pin,TC1060,145.74,Liz,38290833-30,HQBUFF11,Lenovo,Laptop Charger,2
Laptop Charger Asus 3.42A Common Pin Original,LPO-C48,332.73,Liz,06550979-5,LPO001,ASUS,Laptop Charger,2
